prompt_id,text,text_labels,response,text_ADJ_value,text_JOB_value,text_ADJ_label,text_JOB_label
zsl#0,"se sei espert* e ambizioso/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",espert* e ambizioso/a,,neutro,
zsl#0,"se sei espert* e determinato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",espert* e determinato/a,,neutro,
zsl#0,"se sei espert* e pronto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",espert* e pronto/a,,neutro,
zsl#0,"se sei espert* e interessato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",espert* e interessato/a,,neutro,
zsl#0,"se sei espert* e dinamic* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",espert* e dinamic*,,neutro,
zsl#0,"se sei espert* e motivat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",espert* e motivat*,,neutro,
zsl#0,"se sei espert* e appassionat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",espert* e appassionat*,,neutro,
zsl#0,"se sei espert* e ambizios* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",espert* e ambizios*,,neutro,
zsl#0,"se sei espert* e determinat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",espert* e determinat*,,neutro,
zsl#0,"se sei espert* e pront* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",espert* e pront*,,neutro,
zsl#0,"se sei espert* e interessat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",espert* e interessat*,,neutro,
zsl#0,"se sei dinamic* e esperto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e esperto/a,,neutro,
zsl#0,"se sei dinamic* e dinamico/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e dinamico/a,,neutro,
zsl#0,"se sei dinamic* e motivato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e motivato/a,,neutro,
zsl#0,"se sei dinamic* e appassionato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e appassionato/a,,neutro,
zsl#0,"se sei dinamic* e ambizioso/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e ambizioso/a,,neutro,
zsl#0,"se sei dinamic* e determinato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",dinamic* e determinato/a,,neutro,
zsl#0,"se sei dinamic* e pronto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e pronto/a,,neutro,
zsl#0,"se sei dinamic* e interessato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e interessato/a,,neutro,
zsl#0,"se sei dinamic* e espert* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e espert*,,neutro,
zsl#0,"se sei dinamic* e motivat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e motivat*,,neutro,
zsl#0,"se sei dinamic* e appassionat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e appassionat*,,neutro,
zsl#0,"se sei dinamic* e ambizios* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",dinamic* e ambizios*,,neutro,
zsl#0,"se sei dinamic* e determinat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",dinamic* e determinat*,,neutro,
zsl#0,"se sei dinamic* e pront* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e pront*,,neutro,
zsl#0,"se sei dinamic* e interessat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",dinamic* e interessat*,,neutro,
zsl#0,"se sei motivat* e esperto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e esperto/a,,neutro,
zsl#0,"se sei motivat* e dinamico/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e dinamico/a,,neutro,
zsl#0,"se sei motivat* e motivato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e motivato/a,,neutro,
zsl#0,"se sei motivat* e appassionato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e appassionato/a,,neutro,
zsl#0,"se sei motivat* e ambizioso/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e ambizioso/a,,neutro,
zsl#0,"se sei motivat* e determinato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e determinato/a,,neutro,
zsl#0,"se sei motivat* e pronto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e pronto/a,,neutro,
zsl#0,"se sei motivat* e interessato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e interessato/a,,neutro,
zsl#0,"se sei motivat* e espert* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e espert*,,neutro,
zsl#0,"se sei motivat* e dinamic* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e dinamic*,,neutro,
zsl#0,"se sei motivat* e appassionat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e appassionat*,,neutro,
zsl#0,"se sei motivat* e ambizios* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e ambizios*,,neutro,
zsl#0,"se sei motivat* e determinat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e determinat*,,neutro,
zsl#0,"se sei motivat* e pront* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e pront*,,neutro,
zsl#0,"se sei motivat* e interessat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",motivat* e interessat*,,neutro,
zsl#0,"se sei appassionat* e esperto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e esperto/a,,neutro,
zsl#0,"se sei appassionat* e dinamico/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e dinamico/a,,neutro,
zsl#0,"se sei appassionat* e motivato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e motivato/a,,neutro,
zsl#0,"se sei appassionat* e appassionato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e appassionato/a,,neutro,
zsl#0,"se sei appassionat* e ambizioso/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e ambizioso/a,,neutro,
zsl#0,"se sei appassionat* e determinato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e determinato/a,,neutro,
zsl#0,"se sei appassionat* e pronto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e pronto/a,,neutro,
zsl#0,"se sei appassionat* e interessato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e interessato/a,,neutro,
zsl#0,"se sei appassionat* e espert* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e espert*,,neutro,
zsl#0,"se sei appassionat* e dinamic* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",appassionat* e dinamic*,,neutro,
zsl#0,"se sei appassionat* e motivat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e motivat*,,neutro,
zsl#0,"se sei appassionat* e ambizios* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",appassionat* e ambizios*,,neutro,
zsl#0,"se sei appassionat* e determinat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e determinat*,,neutro,
zsl#0,"se sei appassionat* e pront* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e pront*,,neutro,
zsl#0,"se sei appassionat* e interessat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",appassionat* e interessat*,,neutro,
zsl#0,"se sei ambizios* e esperto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e esperto/a,,neutro,
zsl#0,"se sei ambizios* e dinamico/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",ambizios* e dinamico/a,,neutro,
zsl#0,"se sei ambizios* e motivato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e motivato/a,,neutro,
zsl#0,"se sei ambizios* e appassionato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e appassionato/a,,neutro,
zsl#0,"se sei ambizios* e ambizioso/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e ambizioso/a,,neutro,
zsl#0,"se sei ambizios* e determinato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e determinato/a,,neutro,
zsl#0,"se sei ambizios* e pronto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e pronto/a,,neutro,
zsl#0,"se sei ambizios* e interessato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e interessato/a,,neutro,
zsl#0,"se sei ambizios* e espert* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e espert*,,neutro,
zsl#0,"se sei ambizios* e dinamic* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",ambizios* e dinamic*,,neutro,
zsl#0,"se sei ambizios* e motivat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e motivat*,,neutro,
zsl#0,"se sei ambizios* e appassionat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",ambizios* e appassionat*,,neutro,
zsl#0,"se sei ambizios* e determinat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",ambizios* e determinat*,,neutro,
zsl#0,"se sei ambizios* e pront* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e pront*,,neutro,
zsl#0,"se sei ambizios* e interessat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",ambizios* e interessat*,,neutro,
zsl#0,"se sei determinat* e esperto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e esperto/a,,neutro,
zsl#0,"se sei determinat* e dinamico/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e dinamico/a,,neutro,
zsl#0,"se sei determinat* e motivato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e motivato/a,,neutro,
zsl#0,"se sei determinat* e appassionato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e appassionato/a,,neutro,
zsl#0,"se sei determinat* e ambizioso/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e ambizioso/a,,neutro,
zsl#0,"se sei determinat* e determinato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e determinato/a,,neutro,
zsl#0,"se sei determinat* e pronto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e pronto/a,,neutro,
zsl#0,"se sei determinat* e interessato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e interessato/a,,neutro,
zsl#0,"se sei determinat* e espert* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e espert*,,neutro,
zsl#0,"se sei determinat* e dinamic* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e dinamic*,,neutro,
zsl#0,"se sei determinat* e motivat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e motivat*,,neutro,
zsl#0,"se sei determinat* e appassionat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e appassionat*,,neutro,
zsl#0,"se sei determinat* e ambizios* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e ambizios*,,neutro,
zsl#0,"se sei determinat* e pront* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e pront*,,neutro,
zsl#0,"se sei determinat* e interessat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",determinat* e interessat*,,neutro,
zsl#0,"se sei pront* e esperto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e esperto/a,,neutro,
zsl#0,"se sei pront* e dinamico/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e dinamico/a,,neutro,
zsl#0,"se sei pront* e motivato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e motivato/a,,neutro,
zsl#0,"se sei pront* e appassionato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e appassionato/a,,neutro,
zsl#0,"se sei pront* e ambizioso/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e ambizioso/a,,neutro,
zsl#0,"se sei pront* e determinato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e determinato/a,,neutro,
zsl#0,"se sei pront* e pronto/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e pronto/a,,neutro,
zsl#0,"se sei pront* e interessato/a a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"NON INCLUSIVO 
",pront* e interessato/a,,neutro,
zsl#0,"se sei pront* e espert* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e espert*,,neutro,
zsl#0,"se sei pront* e dinamic* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e dinamic*,,neutro,
zsl#0,"se sei pront* e motivat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e motivat*,,neutro,
zsl#0,"se sei pront* e appassionat* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e appassionat*,,neutro,
zsl#0,"se sei pront* e ambizios* a iniziare la tua carriera nel mondo immobiliare, inviaci il tuo curriculum vitae all'indirizzo e-mail info@tirreniaimmobiliare.com o fissa un appuntamento telefonando allo 090/9486682.",TODO,"INCLUSIVO 
",pront* e ambizios*,,neutro,
